TXID,fee,output,removed,size,time
a111df12882c14c9976bcde9f0e871eeb931f2095c8b31c5e8a6eb14d03f337f,42940.0,150000,1510266190.01,223,1510262156
6955eafc432210852859ae054426b0c4ee73f5a60c550e914f8a04dcd394b486,62640.0,3620063,1510269627.33,520,1510266749
0ea99286a2100a708ca33a45a349b7f84af5e55768eb278c659eae179ad81a94,108410.0,14983355,1510264653.31,338,1510263114
ec9388f4830f99419038d93a654cc05b4eb1d323812781718dda13290e087afb,61472.0,82250406,1510265399.55,225,1510265277
36c6d52423c0b6fd480a3f50b0ff9fcd7498fda9d39b225fa86270901524a243,42262.0,4338363,1510266190.01,225,1510264518
73314558a465b8eb462acd162858a79e1587239bfde3fb338e50556d58cb1737,89280.0,2602775,1510264653.31,371,1510263085
8542a7f8a1233c95dc35dccb1312a9e137c3f357b8b6b206e870c3d0f35d8408,67320.0,10114879,1510267833.89,372,1510263924
e1bfec9ed10b93dc16ec678e250dedf3bf6bbe29d722c5d76553a54af8c2c042,354396.0,19661604,1510263058.57,1462,1510262824
ca48c16344cc9a6d41b77ca4f3cdcee1c2de1bd959065d77008d7c3002912a40,65674.0,34934326,1510262776.97,225,1510262046
8b259aa44fb457f260891144eff11fdbf089cc586773c69cdab69402837c1a65,75965.0,23251505,1510267729.73,370,1510263842
4dcd02665730378f8cd88cf336c16b0b9994acf261d05e69505a48fcb2be434b,51512.0,296567848,1510265399.55,216,1510264929
0763b0e5dc3c92683834085005249bfdec144b28f26896fc40b770a7055eec66,33500.0,14066900,1510303993.71,371,1510263094
c34e59a0dd73bff2b1955da3e51f30e60fe25e8fda00811feb8cbaaba99be423,52056.0,3214944,1510266490.02,206,1510266370
ad80651d081b0d1a115ff5ee3bc34d5197e9bfe6fb602061efe8d1cd54a40343,72906.0,149436,1510262776.97,226,1510262388
21c2d2a8800372794b94950f585fc3d0ee4c0108c576b01f8b4f247d1575beaf,65339.0,50142295,1510264653.31,226,1510263244
4b6cb91b941ed57dae2081dcf2029b99f2cb775d5447ce1ae70a3c72042c7b2c,61000.0,10237443,1510267249.64,192,1510266694
353619bb2ca7a116dd70f01bc6dcb287065e83c1cf7151e378c1a039b3d1c863,325288.0,8439423,1510262776.97,1109,1510261948
10b67fdc90ab75669446705a5c7a3bcdab02b698a6e65e9e6e8e5edb68848e4b,72909.0,175688573,1510264642.6,225,1510263666
54f2695fbe3f0e1746d08f5ed78b618bfa2b76a297497a6b86948b9416d71470,108203.0,7897062,1510262776.97,371,1510262317
1d1a6e6b9f7424134f30d58cdcfa4606d5255a36163c4427efa8c47481fdb11a,66670.0,0,1510264642.6,192,1510263522
7af640c2565c2bd0998292f3d2cb8aab20ff801be4ef9e2e829a35b5d3d992f7,35380.0,342150,1510267833.89,255,1510266649
f503f35d61bad773aa69c27e4f9430e2096b3fbcf06aa11301965b95fef05459,69426.0,1967132,1510267249.64,261,1510266549
8af3fb7949ec351b813ddd5e418636c79b8bc7519b054a495f4afccfc76668d2,75045.0,25458241,1510267249.64,258,1510266540
bd2ebe4c96d6b618a13749b189231363fdf7deffc5cdaf4bca8972ff1acd726d,66218.0,5819946,1510265399.55,226,1510265276
8ded868aa3ffad44450c210ba5e0274b80150336ef749c841ffbe0c1cb0d22b5,72906.0,1486248,1510262776.97,225,1510261987
dce914d55a31589d5d82beaf1789b99dc453292e763f53c819809f6e47be6cc6,44974.0,3275641,1510265883.38,226,1510262805
fd0f5c5c5dd1d74ed3ab17b4962b1def94cf2cda7e083c356f972ff670d713b6,95392.0,70793170,1510266490.02,261,1510266223
87cdc005438f72c92e45730d56a2e47af553c5f55e0d263c406375aa9b3e6469,62935.0,2599713799,1510263058.57,260,1510262525
3092b0a361a5e09442385871d57eb4632f866ed59e26948ea6222df1303e5a9f,581524.0,10277268903,1510262776.97,1441,1510262226
f8bdea59a8561593713ce3f2db76c44db0211e06aa68ca1ec0e10c9c8a6d4443,91690.0,672461001,1510265399.55,335,1510264917
e7ab4d103592e579c1f53cf3892d9bb2228b4c5bc40303ce86fc56ae035f2af4,12444.0,2285912,1510309098.9,223,1510267084
c43e193cccc31b900b6a74aa242e7d3df3f61799287438ff994cd866786d9026,72914.0,149735,1510266490.02,223,1510266414
0d25fe9ab6d3ca3cae0824b7051da0ffcbf462fd72c944c6352849a285cef488,70634.0,5608729,1510266490.02,225,1510266323
f4d5cff0b73fe4e0d4e432dde7ddc48a67757aef8828114a62151cbdf58253ff,64736.0,160000,1510264653.31,223,1510263433
1f4ff6bcce227c49ab65994233686107f7e1b09e93c14a44b778c9d816f7cd1f,72914.0,2606118,1510266190.01,226,1510266099
4fdd1873eb3cd8b91002d58771535581470f441c7a8376b41c0b6be2e49f7c93,87492.0,1630283,1510265883.38,260,1510265800
ed97756b68f71cc3fab8d59bd53f4ea7bef9f8b3e6edee6d9beba9f893331c7d,46535.0,99953465,1510267249.64,225,1510266739
d50faa5286c03b757825981c2b21ed24eb9e82975b942a5ca1f660ee07004e3b,72914.0,9927086,1510266490.02,225,1510266167
5ad99f7f69b2392c3fbd24223f58b514edb64f5d86e92135e61f3fef149314eb,836199.0,310000,1510264642.6,2583,1510264561
42c2047dd4861593a356882e5036dad010f51bd6ede344d1b9733a5fac1fdf91,253588.0,1521895,1510265586.75,993,1510265479
657b9195b4f98b3675e822ab1af224be3bfc47860bbd258459956df0a6b71717,45652.0,1911036805,1510265586.75,225,1510261534
175c0ff477ae9892151dea3e662c6a4462b3435e46be17af294938a65e852137,41810.0,77055638,1510266490.02,226,1510265701
36e76e82ea0de95cefad1286ddccd7227ef788b402a70f49f0cc4eea8c4a8e97,200000.0,1735495566,1510265399.55,783,1510265012
56bc3926eca04f35ed06b2c61e3528ce8fc374ed63ff6536dd05785f830b60d0,61330.0,1243745,1510264653.31,216,1510264507
2a216e743a6ccd92c8ecb304d0f39a767d2ad69a9ff67e63fdd944c29617e28f,126480.0,200073520,1510267249.64,455,1510266496
d09448900adf2dcd213c5d4334f5e07790e932887ead7951ce9e96bfc6d453b1,49042.0,413610,1510265586.75,223,1510261594
5f9489f17cff1e175df5e0b014d7c834e5d70b7d744e6fa17ffe63f97b8b32e0,32912.0,67088,1510300870.98,372,1510265830
fc755620e52430276d1c3645b6b670958d2f94f81ea403b90060390195121e56,135600.0,95429083,1510264642.6,226,1510263959
538597bace0f23c3311cb6c964595f4b213c74618c73ce5df34ab6828c709561,34352.0,3196190,1510267729.73,191,1510266524
b0038660e76bf6986758929fa7311723927214cf11f26a01aea44b518e0b3d38,72914.0,15886073,1510265883.38,226,1510265743
d10afe65c9dc44a27f643e7c6b17f3ec6f6c8f677054a5ab6f4598f4b46dcee0,67800.0,3800000,1510262776.97,225,1510262605
6070fca8c651a75dbba30e68d4b393d953985c75febcb194188e6967c0e8b170,108203.0,11039044,1510262776.97,371,1510261870
0db6e590a87eb27ae7aa86e991bba9da7f2e3063352b2798beca676966a7bb29,44748.0,1365252,1510265883.38,225,1510265053
cc9933656cc1ee0e8d8e868891fd395774945e49dde72e3ecc1a8e9e83cab7a3,47770.0,1108609,1510264653.31,170,1510264407
1d5bbd9839d5ff52f2423db11fd1f51364cf7e61d9f9ae420928946aa030b9e4,278807.0,1023865,1510264642.6,814,1510264418
f31f36745d1ab5701027fcb34d52a27a1256f0bea64929297131400a676b339c,247730.0,27256482,1510264653.31,851,1510263163
195dc4f27dc91acfc2f1cfb317c802b55d803f3186b577e85d50c0fc166af9f8,72906.0,204091330,1510262776.97,225,1510262421
647520fd6b621b5a8d04bd1ade5036b5e1d2650e1185f5f1a884827e726058ed,72915.0,0,1510267729.73,226,1510267283
49c5b6df841fec498a12abcea8a94ef0f271c3b8a75c48eb9c59320f05b455d3,54000.0,337473,1510262776.97,192,1510261802
4ceecfaad35446f1bfd32c0df654d8264a2b0b4be683a542cd86b7f29d375a86,72908.0,43018302,1510261766.56,225,1510261427
dfe9178a5ba93326b71cab776e0f9f98ad006c0da38eef3f43463b22fe787ae2,20820.0,135674060,1510279327.3,367,1510267246
ad674756db4c4c1f92e213af70697c3c31c3fa2e853790b330396d6954fad1d4,82490.0,7077156692,1510267729.73,226,1510267239
7557c3185b049cb50077db5e034bcb0a31cbb8292bead2a4ae580ddd62fec472,53856.0,966244,1510267833.89,373,1510266558
ea26eaeccf996142af4b1e3857c775eb09272170e31ace1a2ae466af708156b7,72909.0,258427788,1510265399.55,225,1510265233
77dd66fabd198464a7f687e7a5507f1f1383e5b8b1665d5e339a37fee7597865,72908.0,4702642,1510261766.56,226,1510261604
d07eeb317b017f75f81c2e64e4675e3ba18beef9ea59c750ccc1f5dc7bcf08c8,41810.0,1058190,1510266190.01,226,1510264907
a70f1d54f589783c2bfe1ca7d63fc5d7dc0d3337891527989b61e16c49558055,20000.0,48060300,1510306140.2,1701,1510267124
053b082fbe1fd57fcfb528f0105e7e029cd7bc1d0797a3df981a4565858dd030,93960.0,486574,1510267729.73,518,1510263872
27cc08733f65ce26d1ce000f893ecf1d84240ba85c1d87e446a366e07cb94d28,175000.0,0,1510264642.6,339,1510263851
251254f00dc5db80e568faf20661a6bff9d7a932bd87416eaf545e026991eabd,99149.0,197685,1510262776.97,339,1510261938
d0d8d3651bbe79244f0a784e0ff96e2c09f1ad0b50f0e4e91502ed90de817813,43844.0,2373156,1510266190.01,225,1510265586
a2a1954608f6109f2c6cabe18a41ae4807d3f068899c2563e7d7ed90c046a3a8,71680.0,131880681,1510264653.31,224,1510264540
748b1b3b2df7c1e31add63d078367a94ef045c72a627fa3c870aa10047f2daca,46749.0,9802145,1510265586.75,223,1510263882
185200bea86cb010f7a6233491e0066ca32a9395b6bfd9493582c2e8b6a1adee,68100.0,36315043,1510267249.64,225,1510266669
37017e3e263d1dd59a499b08f25dc336f629f67228ed79575431bb9954e7c61d,123930.0,41161512,1510264653.31,483,1510264052
6b5ee00b56f6716e28e3663688c0d11521eabe69a31ec15c7ff4cd57d4d864fa,26442.0,4032727,1510279327.3,258,1510267273
3ae56af2411d77651e25e35650b71e3c68f3b62209cf4afaff1e696d95f8e2ff,67200.0,335894266,1510264653.31,223,1510263096
6c5c6f8c4d870cd1a7985e8a8577e1568fc2e4311a315194760ebbeb6197268a,269080.0,34995539,1510264653.31,885,1510264264
192aae4e08d637398aa4140b8651498d5c2dd24e694d6c7ad3b11bdcbfd0d4fc,49042.0,1280191,1510261766.56,191,1510261713
30e728253363defe945b9b569add6c144e0a316caa98af566fd4f0393d78d90a,65540.0,82363380,1510267249.64,224,1510266759
04e58e9cb213ea9a69d6efee4d9b386abe6f356f05483e23f6b7e55cf534edd1,270068.0,1205000,1510265586.75,1256,1510262026
393ebb85abaa31d3703e7321ea57209985316c6b3793927750d576f7c29c0221,238013.0,420794297,1510265399.55,801,1510265201
cba16f92a68c87c67ec93c5c2536c37eb91673e948b30194719ccdd7027d0f67,44748.0,12927794,1510266190.01,226,1510262742
f26a73395d74f09464f5f0782afc875f0023efd8475745ccab5b34522ee49732,108996.0,1000000,1510265586.75,371,1510265531
2fe6e6ea71568472d4388e6fae4cea2e0ab841c12394ce715db1cca59e3b03ac,50000.0,1450167,1510306140.2,817,1510263213
f8875cb773120cd38aaed873da5779762bfb00ffff0a0ff50b0e56ec1513b258,40680.0,11594853,1510267729.73,226,1510263946
1454d9fa46ec0f556ee4aaf9fb95f018673480208368078b272a3a979034baf1,67694.0,7932306,1510265883.38,340,1510263800
47ca201064e228e6782daca4a70404991d6918d10528b034b1a60add2e67ebf6,72860.0,81595629,1510261766.56,223,1510261753
d5072372173f5842d4be6c3109fcd905908a5677c3bf1934eff4c854b50d5e60,60568.0,1044927,1510266490.02,226,1510266260
11d9f1ee2d1d49ffbb9bf12e69d109ee0a7be874a9c8b13816907e3d00ccd9f6,61809.0,90000,1510264642.6,191,1510264181
d43977717447d4851b4c51e4af4696bf3cf53c8ec6fab52cbb3293cc67306224,72914.0,1147086,1510265883.38,226,1510265731
7af09e00b2d731744aac1eac60d86618bd1da13a56251c0c623f5381c94a6609,127768.0,51115710082,1510264653.31,527,1510263757
bf992ddde0b913dfb00229c4664fff178aee1ded10d2dc3cbec5ceb950c6a097,62720.0,8123184,1510264653.31,223,1510263451
33c9e8d43b344ac26f90633c9d7438bb6129aaeeebb700d9785aa7828415f81f,12265.0,139534,1510309098.9,223,1510266332
e23de27aaf18c6d7b7c541b376ca8dfa591fe0e10cf9d9b787b13d675582d797,64064.0,45486948,1510266190.01,224,1510265901
8e7ec4a47f8d5287f0b410c48bf27592ab320f0edc400148c2a24c1082ff902f,40906.0,338280195,1510264653.31,225,1510262256
7fca1ed1d33ba19749097648a3624a1730d9758582fc43be59d0e5e039569cf8,50059.0,21421284,1510265586.75,216,1510265481
e478f89b269d54608201b0a33b76288cf0b39149ca9ee8df9f9a4e2969533f42,3390.0,-1,1510326597.95,338,1510266631
5440c32de06871bcf5e99df52d0ab01080824dc174401efaf798f7c9f02f056b,63280.0,6205036,1510266190.01,225,1510266051
054fd8decba2cc167d0b165321b478b3386f342ae714480663b3e9d5e52341ca,88700.0,2153200,1510267729.73,405,1510267256
3be231d00892dde6dcd08bec1572b6a08ed075c981ce84f93a01822a7ebb4c94,134400.0,999865600,1510265399.55,224,1510265212
951538c35efd9f44f7602ab732a62c9a94ebc722bf19bf1c53e4c6eed491d83f,91438.0,39942926,1510262776.97,336,1510262076
5e908fbce6bf59c87c0679883c7fa5cb3be51e5da1fce1cc59a5b32791ddb877,74928.0,18322710,1510267249.64,258,1510266622
93a1fe1985f3de34bfeaae4ec158cf6d3ee4cf910159cc286767893c52556f4f,72906.0,1963679,1510264642.6,224,1510263261
69a89a48fa7af8b0acd9acc4b90baba1301f52ec03953d7dab18da7eb0f7ac8a,72909.0,295226196,1510264642.6,225,1510263809
b3d6362433d4dfcc88c8c9e79861206979fd86378bf98823772da8f741a88063,69440.0,576399,1510261766.56,224,1510261408
21addb6ff193091268dbd33c43761f9966f2acd3197c586e93440a0daf0e7089,99200.0,18075800,1510267729.73,372,1510267294
6c2a9704d1dc731e02308af25994fcc6d30d3387166b97ffcdd950474bb58efe,46414.0,1343441,1510267249.64,192,1510267056
153f6c7444c07622a9f6cd110cf2c17cf7d5c77ab2d5d3cf4cc7551c37b321ac,4520.0,4884851,1510331376.46,226,1510264917
ed74351de286233eb32edc610ed5d72783af225c630dfebf71d6773523d83bfc,55950.0,5944803,1510267833.89,372,1510265255
e641e86a4829826a2099b9cc646cf0eef816561712ef81efca2460c1ff0539bc,53136.0,347596,1510263058.57,208,1510262824
7803626532bc311a1e32eb9443ab5e43d5bc13244bf601d7a563b114ae212373,70895.0,315499041,1510265399.55,250,1510264731
371847478949c46f3e9171ab0f178994b8364643bebc8d5e134b3ecca43c9414,120000.0,0,1510264642.6,192,1510263873
b776d6ecd98d9e7ba56633ed6efa9e5062d58a462e5be78120f8d9326749b811,192290.0,13977253,1510266490.02,633,1510266279
37cac9807db15076074f7df2aec8dc61c571058fccb66c9ff38ea4d6a4fef668,63280.0,303125,1510262776.97,192,1510262398
01145b24dc51445f8debc721686259f5bd0aafe04c35c936f3bc9005e419fc20,165646.0,2354241473,1510265399.55,554,1510265011
d475b8b73fee1500fd46192e876a5414b5c6d3b78967f8694531992caead1a76,45200.0,905288,1510265883.38,225,1510265385
3b63bf4b45976f0547b7d4e7891b0c3eb00c30674f32e2b46e8a7f386eb834f1,35256.0,966893,1510267729.73,192,1510266569
f0b790147c1facd9dbf313e8880b52fd1527477c5486dc9c68e35e1e1f0a83e2,40454.0,26770747,1510267729.73,226,1510263768
5fdf73572a6723dd499ececa62b868fa324751aea3ee306d51f9f90350054240,70891.0,126384755,1510266190.01,250,1510266129
198aa77d47f811001a6d1b6024dcdcca91cf1aa6b51b9c64b6059520cf977ea7,200000.0,37086193,1510269627.33,1551,1510265595
cb587bea8266aacd45c7013c71d13e8e20234dcaf0cbac041b4b8cacfb477e00,69760.0,2330799074,1510265883.38,225,1510265645
5bc50562605a3045df080b81f782109409ee7873e28019483be4f8632dc1befe,39550.0,20365510,1510267729.73,225,1510263531
2fca9d4945f8c0c57b86d4c255345f3e2b2f7a53e02869f604c07fe1bb0ce9c7,60928.0,44595676,1510267249.64,224,1510266687
001f6419f9f0df1b0e3e588c4945e2da9a01532e475490f8f7aa8451eb58f3a8,65736.0,3251634,1510261766.56,225,1510261644
a2d4ad3516205a8990a98e4870f4eaa53a79905faa70cae98bc79d568b827ce8,53136.0,16946864,1510266490.02,206,1510266441
d8ecb0d39f270593354cc7ae1e5d66dc07627f94d96cff2b26a1dbf2a31f7f61,67776.0,97332162,1510262776.97,223,1510262585
b272352371a552decf43945e370ff6a17d4503dc43917fcbedc666d41e29742d,72909.0,8523339,1510266190.01,223,1510265927
39892fa192b3ef35f7c22bd35895ab59f0e69d9a11def76940c3ed94bdb631ac,40002.0,14516296,1510267729.73,225,1510266022
a0a1265768799d41d66c267708903a76fa7134415222bb97a73ed9530ebc0b9a,45878.0,5911299,1510265586.75,226,1510263134
6d9249e8f251b648b985409ac44318a8067daf48a6d0d957c733d016f95d9879,72906.0,235219700,1510262776.97,225,1510262471
9eaca29e898b6d958409e4f80aaf956db44c4338b1ea30a2a9acb08105670a04,770000.0,1073444044,1510266490.02,3064,1510266177
13012639ddb9a163021a46705bca82db88b22c3d5031d9603f1aecd0af447cc5,57000.0,3258500,1510265399.55,223,1510265170
118f7d5bedacef9aba0a114bf10270125d7ca1c722baabeee4e4e573fdee9a32,780450.0,49345822,1510265399.55,2107,1510264937
35e2aa8ef214246832a4c18d5d8da4f15c30d19a54708e1c30f29774e7a59cd2,43735.0,1512999,1510266190.01,225,1510264597
5b11a452f927b104092b4f51433ea7ea67d7945dbc02d9b9cf96ad8734b487de,120000.0,0,1510265883.38,192,1510265563
d238fc1076888965142a11a15144625e75e74fa8976d59cb5e9f7dcb509c3d71,66800.0,30151279,1510290539.89,665,1510265939
05ac4b5d072c715c8793c5b9c5f9c5da7ddd0ba13fcd9ba730f5043de4a84d0c,399300.0,301000000,1510309098.9,7159,1510266368
685e901a92bfc58cb1b11f57c9a487b9e557653ed26a340c10a181d25f7c10a0,65540.0,5851865,1510265883.38,224,1510265771
eac86fd75b6d6bd6a618a6ff830e354505c44bea21c1ec7ea255210f51cffb80,13560.0,398887059,1510266490.02,226,1510264628
4f1b7a40e3e4206b10bb3668f7d9bbd13af632dbc6c27516a273018dbc2570e8,20820.0,678872,1510309098.9,372,1510266268
c9b3c9327298a0f7766bad4259c4d4439fcd46732c52372ee339e391cbd56244,72915.0,137678264,1510267729.73,226,1510267256
3b23a290ad9d0bc3bbbbaf17ef57929f711e5a3abc98388d7db077b520eb0cbf,72909.0,276426598,1510264642.6,225,1510263799
5eec2d1007731fbe59170e29f1f8fe37db846b77de201653c394d447cb93193c,72906.0,35103073,1510264642.6,225,1510263153
b57a9697ce45e752914eb7a1c6d741097294a3360b0ca65cffc4fcead10db7fe,72909.0,18100669,1510265586.75,225,1510265479
10bbd892902e74885159c8d2bf44d08690382b3b517c22228c87fd808b39ab81,72640.0,1568470658,1510261766.56,225,1510261515
af87f9c810a189079a479520b49144383d7aa25a6e960f84243309c7012efad3,68478.0,2028125,1510262776.97,225,1510262166
0e0cdbe63521a1141175fa7411acfbf223c3b10bc07574b88634086f9d6a83f9,61000.0,649544758,1510264653.31,226,1510263501
5fe5d76a999874c3506cdef1dd39d70e28002b6bef4f91f7ffa83e3d4fb6b7f6,41810.0,65790,1510265883.38,191,1510265615
31d8660acadb2ded9efa7c574a36051784204eb87b4fe72fc37871c23f4548f5,54634.0,7321931,1510263058.57,225,1510261584
c8e148aafa3687c6407bb6d1ffee9a047827772d28cc54d39796e2c1eed784e7,86570.0,859732,1510266490.02,207,1510266395
bee369fbf0272342337ac4873ef44d180cccd505c9fbd77383668726662387ed,192980.0,61003722,1510267249.64,687,1510266907
2d64147122f0a87c5ed5bb11c7bfd546248ea248305a1a39c8e3e68f8ca8814c,67891.0,0,1510262776.97,191,1510261909
30348c97a865dd5bdfbac0f853229282c3b475d1b2eb8457318ccaa50c849794,63000.0,1129379,1510262776.97,225,1510262146
203ed73889bd9e39c2fa4d3347613cbb1c4099af93a5539e18fdd28bf1eb07d1,254529.0,4479621617,1510261766.56,967,1510261458
691f4c11da51af48dd64d1b25679f22f685f80f5d4a7964755ea67d46d7a5dc5,72906.0,165608,1510262776.97,226,1510261792
94f524e7dace9b2f13863a3558d5873cbfbf49a75dee43332c67d6eb6555db2b,49600.0,552225,1510265586.75,226,1510263055
cd2a3d6a575172262c3426129b74e4d6cd2ddd2ddd9ad0b434885c9a36c5d783,42036.0,1835453,1510265883.38,223,1510265810
995db232e74fb9127865edc624d07f96f1f04dd1d2225e83002abfab7604cb8e,44974.0,1234256,1510263058.57,192,1510261389
a4e8ba56db392d3bfd8e695a699fd50d2a0df8599ce4bc6c83a6528d269227c6,72909.0,17074009,1510265883.38,223,1510265810
46d1630d3789b96f8e8c84b44fd81dbbcccffec48c838068399a16af8ca2a83e,74200.0,234688,1510265883.38,373,1510265820
7414861cdae885ce2776a7d4de014fe115dcb111e299a1ff36af81abb06f675d,67122.0,7711438,1510262776.97,189,1510262742
a45d9a77bad68c9ad2fc385813e57d44debd5aa92f29ec459a732f494c9ff656,1287400.0,844148938,1510264653.31,4908,1510264506
0d094ff7e6a99cc0d06da4710e0000d121c25e131dc99a77c8ac5a8160d44e4f,65314.0,10507232,1510264653.31,225,1510264495
9fc282526aa5d6fbcc003a56bd4549d6d75c35bb9ec86258a74b8fe81ea9c36f,63787.0,74376874,1510265883.38,225,1510265645
2cc2c2efa6b08ae1ce37272b25877fc0cd7cc45410284a2cba25fe82f197143a,100434.0,506378998,1510264653.31,355,1510263788
626e4b2d42436b9e3801dddf0b1e5b12f51a0aa7e39bcb2dbad3f2453afef5fc,62376.0,11022079,1510264653.31,224,1510263603
07b7660850e9fad552010867c5819078afb7d23e70dc40ccef21956e51c455f2,58534.0,806250,1510267249.64,226,1510267180
e6132492a4e1d7e68c83e816d3dbc5d82481d7212d4b679f6d5bd52d385a7ef4,109687.0,2991313,1510265399.55,335,1510264710
5dc4ba6ca481a27ec56c7859d7a85cf23c81856a4f146e29b7bb992156b72d0e,37323.0,-1,1510265714.35,225,1510265042
49ee63ac80a1ca3c3108ae50bb4533e82cbfba4959b2391f9304fd1b306fafa0,59426.0,24403145,1510267249.64,225,1510266795
8c1f64aeeaf57e80d126fd7bdf280adc81824a1b7fbab8f8beb90ffd8643ec80,109993.0,173620123,1510265586.75,389,1510265531
dc51008660d16dfee5110b564c940b14b1a64bff12f726c1920eddf05f232cbe,26894.0,4158737,1510269627.33,226,1510266657
0429f4dce74dc513ac093a20005148a9739500cd60d79b6c0b13bb9b874e798f,74800.0,823800,1510265586.75,339,1510264969
4e1510ee74a3b50e9bfd36976dfdb1c51bc7df6525b1fde858a102c92beca054,63280.0,779573,1510262776.97,225,1510262679
87d9a0a1de0cabe2cac183e92cd77a0afb04e3ec946d896fa17ab15e62f3ec2b,58986.0,86676051,1510267249.64,225,1510266658
0175958a6111c281e1636950c6eb5da284f0e7e39f075dd0ddb2d4c7326730ff,67776.0,8044869,1510265399.55,192,1510264803
fec4addf0859f98cce9a6bfc5229c67f70aa95f1c54c9db80d0d5ab873a62530,120010.0,10000,1510265399.55,371,1510264680
e2a913aa9e7a16a5197bd19fea8c0625c686ad4389be6b36adad1813bc4dea4b,44454.0,2482446,1510265883.38,225,1510261663
62f6658b21546c75d85193d03b3aa075b13219bb9d6ed0aa999324e4ba570b7d,100000.0,15942159,1510264642.6,225,1510264387
216618a71d6c232c32eebc066e1cd290153d7825ed7b8dbfc199cce795adaed8,45779.0,2850486,1510267249.64,249,1510266730
8961844b5e72f74da143057d36d1828539b6b2e8e93410825c4598bcab0dd837,20820.0,1355180,1510305327.16,371,1510264834
1782da870563fcdff7611c0bf134e47ad909865afb93d661c8ef140f087f1ba5,72906.0,332968427,1510262776.97,226,1510262616
b67c698beae1d69d380730b69daf55159e5d840e62e7fc61febb77dbee1918cf,108049.0,2607002,1510261766.56,370,1510261564
cd6865c019001208ce3e35205649d60d1f2eea5c544e241b3f0e98dbb31b0203,108741.0,891313,1510262776.97,372,1510261928
ca262a5cbaa46fddc8b301455091d41bbfeff3055872f49d82419295bdbf803d,108202.0,8222031,1510265883.38,371,1510265603
70d163854be69ca9ad366e0983adda4b065813e25c0e4199ea64fffd98e66297,54632.0,1268668,1510266190.01,226,1510266003
9d78d30a861560608d26dea9f91312afeaef10e1f1608e3742e1b5ef7eeacf1c,72906.0,709071,1510262776.97,226,1510261928
6da417f07f86c2cb43c9d9c7dd71166033eb5222bebda227d7ac6ed7fa122d6e,63600.0,2000000,1510264653.31,225,1510263461
01d0e37e6c009c011acd60a15d864a3f44ea8645d7217ca3e122dc76a414b57b,86221.0,989681,1510262776.97,293,1510262400
bd3f5903b9e296545ee5fa373975d25f968080817084525c1760fa64a416cad7,65314.0,4477116,1510264653.31,223,1510264118
6a1fa6df2078aa72b08eea7762be7b83e23a608ffb93fd2c0f265a7e915fea5b,647453.0,161421125,1510262776.97,2018,1510262755
ff9c23960618904394797a953231e0b5161128699571715d0a130a8a8edd1a5e,61000.0,0,1510265883.38,191,1510265633
638cab92f8bd5faf393be4f724c88805811f871a3921d95eafd209e1d252cb59,187270.0,2349584393,1510264653.31,614,1510264628
b34fedfcb8042b8bc49d18dff7927ea3c8adac6875991174ece4a8e73610aa58,65694.0,2607503,1510265399.55,223,1510265097
3fa200d74e41982b2704cd481a714f1738a365da0f0ad94b57f618682a023158,72906.0,334363,1510263058.57,226,1510262974
090df6b9c0a3a84734bc689401ee62142f68925bbaa125117abffc0b1398747d,63732.0,673087900,1510262776.97,226,1510262026
bcbd39e1987605a90ea45fba66d6bb88501053766b7f4f3368b0b74f61d32f57,67173.0,32797276,1510267249.64,226,1510266813
2b3643bb28d083acbe1dbbf2ff719ba2be04541fa104f447ddecf7366959670c,72906.0,164251401,1510262776.97,226,1510262398
c97a7764d9aad13c78be8078ca02a93e514642ae79a97489a93b7e56f7a835c1,112200.0,1129123,1510265399.55,374,1510264711
26cd1c8c3a5482e1138108ffc9fd32034b67cf6b24bdebb40d8eb07872fc5abe,65339.0,279861743,1510265399.55,223,1510264865
b402992d7ed643640462eee51f0b336646f06d0360cc6a266fd4eea6e5ac465c,58356.0,3446577,1510262776.97,223,1510262057
2c617a92634ffed6f08d7f3f776209203680ddd8e17c38cb18b09501992dba86,72906.0,1039054,1510264642.6,225,1510263173
53e79222eb97d019fd2f036859096775b37a388f0d17dc9c13285391cd6dbcbc,72906.0,588000,1510262776.97,225,1510262317
dd1192aed3b8af0eb731e3300572b6786cdba11894d9419e6a04fe034cc0a706,44070.0,8866212,1510266190.01,226,1510263381
e44ee16c3da1f68a26182b5f76dc5f20d4bd9b1180552b9b93129eecddf77e1c,50000.0,1764772,1510306140.2,815,1510261938
5338a54ccb722469743c3e18f796e374528c562f4cd0e4ec24066b7b8c6b94bf,57024.0,5726760,1510262776.97,206,1510262125
d1b76bd827b14924062abfb9b684eea3de21bac6d57a021344f35385fbc27892,20820.0,577680,1510309098.9,373,1510265830
d766b2d54e3fc397dd2afbf223ff17ce174f6efb2331792ab3a5eba573ffd29a,72914.0,2432526,1510266490.02,225,1510266314
cb2cd6db697b3bb8e55192e62d55ccc01c41353b7fdd0889937a02e3752cc791,66896.0,13915004,1510263058.57,226,1510262905
8f92f65c01a968c7e89a2a61ced3b330baa21cdb791ef634a356d25226ac29ca,95900.0,75501400,1510264642.6,257,1510264440
e04df299cb565fd26716de8ec8a2e8583c818ae6cad4744ba2f3433623752f25,195056.0,80950887,1510262776.97,666,1510262721
9c00a2f268b77e5cf46c03aa2c0b0cb3f8feda0aa7e36baa9c06624cf254acf6,545416.0,30536192,1510263058.57,1871,1510262813
